contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
não sei ainda tou em dúvida mas eu acho,dúvida,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
tou analisando as     as hipóteses                         muito cedo,hipóteses,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
muito boa                       em alguns cursos não tem essa,cursos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
curso de letras francês                         português francês                       então,português,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
curso com duas línguas abre portas abre muitas portas,portas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
avó sempre quis ser da aliança francesa                       ela,aliança,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
fran   o francês o idioma francês                       aí,idioma,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu juntei o                       o útil ao agradável né,útil,substantivo,['Masc'],,,não,impróprio,masculino,menos,não,não,sim,não,uniforme,
o                       o útil ao agradável né foi uma,agradável,substantivo,['Masc'],,,não,impróprio,masculino,menos,não,não,sim,não,uniforme,
minha hora de ver um sorriso da minha que,sorriso,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
então foi e   essa questão de                         também,questão,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
realização da realização de do sonho de uma outra,sonho,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
ser professora                       então desde pequenininha eu sempre achei,pequenininha,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
pequenininha eu sempre achei lindo professora sabe                       eu,professora,substantivo,['Masc'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
até as pessoas ao meu redor quando olhavam pra,redor,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
porque                                             é questão de amor assim                       é,amor,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a minha professora de espanhol                       do,espanhol,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
como você                       que todo aluno gosta                       que,aluno,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
sua                       nenhum aluno quer tar longe de você,tar,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
como ficar lá                       por questões também assim,questões,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
na cam   na sua caminhada no que você,caminhada,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
pra você ser um advogado pra você ser,advogado,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
francês foi letras francês e dança                       porque eu,dança,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
primeiro aí eu fiquei na lista de espera pra,lista,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
eu fiquei na lista de espera pra letras e,espera,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
curso que eu queria eu semp   ficava pensando,semp,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
é uma                       é uma expressão corporal linda mas,expressão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
chamada ela viu que meu nome tava e que,nome,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
fiz nada eu fiquei                       estática assim no lugar,estática,substantivo,['Fem'],adjetivo,,-,-,-,-,-,-,-,-,-,
eu só tá caindo a ficha agora sabe com,ficha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e                       um dos meus sonhos vai ser realizado,sonhos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
amém                                                essa foi nossa entrevista eu espero que,entrevista,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
ocupação           sou estudante e estagiário                      gênero,estagiário,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
meu pai é técnico em necrópsia           legal,necrópsia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
minha mãe minha irmã minha sobrinha           casa dos,sobrinha,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
almoço           não enfrenta essa fila grande   gigante,fila,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
mal quando eu comia no aí           eu parei,aí,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
iniciação científica e jovens talentos                      pra ciência,talentos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e jovens talentos                      pra ciência           mas cê,ciência,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
vou pra casa da minha namorada           toda semana,namorada,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
não normalmente a gente assiste filme algumas vezes a,filme,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
a gente           vai pra Orla com os cachorros,Orla,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
vai pra Orla com os cachorros ou           comer,cachorros,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
aproveita                      cês gostam de animais           sim,animais,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,não,uniforme,
como eu moro em apartamento não dá,apartamento,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tem dois cachorros e uma tartaruga           legal,tartaruga,substantivo,['Fem'],,,não,comum,feminino,mais,sim,não,não,não,uniforme,
infeli   eles gostam de atenção           sim,atenção,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aparentemente           segura pelo menos assim nos bairros,menos,substantivo,['Masc'],advérbio,,-,-,-,-,-,-,-,-,-,
segura pelo menos assim nos bairros que eu frequentei,bairros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
Aracaju           claro tem alguns contras tipo não existe,contras,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
dirige e ele decide a rota então cê fica,rota,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
quem puder ter uma condição melhor                      e,condição,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tem que adquirir um um veículo           um isso,veículo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
porque senão fica à mercê           isso de,mercê,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
só tem um           uma linha de transporte público,linha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o metrô era uns vinte minutos caminhando           coisa,minutos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
ônibus hoje em dia eu passo           três quatro,passo,substantivo,['Masc'],verbo,,-,-,-,-,-,-,-,-,-,
é           considerável a a distância           é,distância,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
foi a sua primeira viagem pro exterior,viagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a sua primeira viagem pro exterior           sim,exterior,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
assim               lá ia no aeroporto diferente que o,aeroporto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que eu tava levando um nescau           na minha,nescau,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
várias           cu   vários costumes assim bem diferentes,costumes,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não           eles usam calça           saiu de,calça,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
é calça ninguém usa           bermuda o que não,bermuda,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a não ser que seja turista           e a,turista,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
seja turista           e a temperatura lá é mais,temperatura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
também proporciona esse o uso de calça,uso,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
usa muito           as praças           eles têm,praças,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
praças           eles têm o costume de utilizar a,costume,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o costume de utilizar a praça           assim tipo,praça,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
assim tipo de sentar na grama           como o,grama,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aproveitava bastante                      e a culinária lá           cê,culinária,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
diferente é mais próxima da japonesa           tipo tem,japonesa,substantivo,['Fem'],adjetivo,,não,impróprio,feminino,mais,não,sim,não,não,biforme,
japonesa           tipo tem muito peixe muito fruto do,peixe,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,não,uniforme,
muito peixe muito fruto do mar           eles não,mar,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tempera eles só temperam com sal           eles u,sal,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não a gente usa           orégano           páprica,orégano,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
gente usa           orégano           páprica           cominho e,páprica,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
orégano           páprica           cominho e   aí,cominho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
são tão ricos assim no tempero           mas lá,tempero,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
minha namorada                      legal aquela foto do whatsapp é,foto,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de lá                      a do whatsapp né   eu,whatsapp,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e           por que essa iniciativa de ir pro,iniciativa,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
espanhol           o espanhol           cast   casteliano eu,cast,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
eu não sei qual é diferança           sou um,diferança,substantivo,['Fem'],,diferença,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é espanhol ou se é casteliano           mas aí,casteliano,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
lá           você ia num restaurante numa zona,restaurante,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
você ia num restaurante numa zona           turística e,zona,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de espanhol eu sei aquele portunhol           bem ruim,portunhol,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
apontar           é a chave do sucesso,chave,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
é a chave do sucesso           se você,sucesso,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e depois tem uma parede de cento e,parede,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de cento e           cinquenta metros e vem o,metros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
cinquenta metros e vem o resto da cidade,resto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
então durante o caminho dessa estrada           embaixo tem,estrada,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
estrada           embaixo tem algumas entradas           na,entradas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a cidade                      tipo o subterrâneo           não,subterrâneo,substantivo,['Masc'],adjetivo,,-,-,-,-,-,-,não,-,-,
mesmo como se fosse uma ladeira                      o trânsito,ladeira,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
fosse uma ladeira                      o trânsito lá é muito,trânsito,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
não como se não existisse regra de trânsito,regra,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
